name,desc,star,fork,created_at,updated_at,lang
conventional-changelog/commitlint,📓 Lint commit messages,15517,898,2016-02-12T08:37:56Z,2024-01-30T00:07:30Z,TypeScript
graphql/graphiql,GraphiQL & the GraphQL LSP Reference Ecosystem for building browser & IDE tools.,15498,1785,2015-08-11T02:56:22Z,2024-01-29T23:04:33Z,TypeScript
transitive-bullshit/chatgpt-api,Node.js client for the official ChatGPT API. 🔥,15493,2093,2022-12-03T00:05:09Z,2024-01-30T00:49:40Z,TypeScript
HumanSignal/label-studio,Label Studio is a multi-type data labeling and annotation tool with standardized output format,15465,1904,2019-06-19T02:00:44Z,2024-01-30T05:35:11Z,JavaScript
dream-num/Luckysheet,"Luckysheet is an online spreadsheet like excel that is powerful, simple to configure, and completely open source.",15363,2227,2020-05-15T07:24:59Z,2024-01-30T03:55:32Z,JavaScript
ether/etherpad-lite,Etherpad: A modern really-real-time collaborative document editor.,15356,2755,2011-03-26T13:09:02Z,2024-01-30T02:02:51Z,JavaScript
yaronn/blessed-contrib,Build terminal dashboards using ascii/ansi art and javascript,15338,945,2015-01-14T14:18:07Z,2024-01-29T08:00:01Z,JavaScript
bradtraversy/vanillawebprojects,"Mini projects built with HTML5, CSS & JavaScript. No frameworks or libraries",15222,4330,2020-01-28T14:11:32Z,2024-01-30T01:12:58Z,JavaScript
github/docs,The open-source repo for docs.github.com,15205,62997,2019-05-31T15:57:39Z,2024-01-30T04:50:03Z,JavaScript
umijs/qiankun,"📦 🚀 Blazing fast, simple and complete solution for micro frontends.",15181,1970,2019-05-15T05:27:23Z,2024-01-30T02:56:00Z,TypeScript
brix/crypto-js,JavaScript library of crypto standards.,15148,2966,2013-04-08T20:16:40Z,2024-01-30T04:21:55Z,JavaScript
rrweb-io/rrweb,record and replay the web,15083,1323,2018-10-06T13:35:55Z,2024-01-30T04:12:32Z,TypeScript
pavlobu/deskreen,Deskreen turns any device with a web browser into a secondary screen for your computer. ⭐️ Star to support our work!,15065,824,2020-08-08T13:24:18Z,2024-01-30T01:12:44Z,TypeScript
designmodo/Flat-UI,"Flat UI Free - Design Framework (html/css3/less/js). Flat UI is based on Bootstrap, a comfortable, responsive, and functional framework that simplifies the development of websites.",15057,2372,2013-03-03T15:36:49Z,2024-01-29T11:15:26Z,JavaScript
grab/front-end-guide,📚 Study guide and introduction to the modern front end stack.,15033,1171,2017-04-24T02:06:06Z,2024-01-28T10:06:32Z,JavaScript
bower/bower,A package manager for the web,15010,1939,2012-09-07T00:15:39Z,2024-01-29T10:26:53Z,JavaScript
carloscuesta/gitmoji,An emoji guide for your commit messages. 😜 ,14970,803,2016-10-21T09:36:02Z,2024-01-30T01:32:24Z,TypeScript
airbnb/react-sketchapp,render React components to Sketch ⚛️💎,14966,897,2017-04-21T18:27:39Z,2024-01-29T19:45:37Z,TypeScript
checkly/headless-recorder,Chrome extension that records your browser interactions and generates a Playwright or Puppeteer script. ,14902,739,2018-08-13T19:31:11Z,2024-01-29T23:15:41Z,JavaScript
ampproject/amphtml,The AMP web component framework.,14897,4106,2015-09-01T22:10:53Z,2024-01-28T07:28:45Z,JavaScript
gpujs/gpu.js,GPU Accelerated JavaScript,14868,760,2016-02-09T09:13:37Z,2024-01-30T01:12:02Z,JavaScript
frappe/charts,"Simple, responsive, modern SVG Charts with zero dependencies",14861,769,2017-10-26T10:13:21Z,2024-01-29T18:37:37Z,JavaScript
feathersjs/feathers,The API and real-time application framework,14842,776,2011-10-19T22:45:16Z,2024-01-30T01:21:53Z,TypeScript
adonisjs/core,"🚀 The Node.js Framework highly focused on developer ergonomics, stability and confidence",14824,628,2015-08-15T17:03:54Z,2024-01-30T02:22:17Z,TypeScript
riot/riot,Simple and elegant component-based UI library,14824,1013,2013-09-27T05:21:01Z,2024-01-30T03:48:14Z,JavaScript
OptimalBits/bull,Premium Queue package for handling distributed jobs and messages in NodeJS.,14808,1499,2013-06-27T14:35:35Z,2024-01-29T20:31:38Z,JavaScript
unocss/unocss,The instant on-demand atomic CSS engine.,14802,730,2021-09-30T17:06:46Z,2024-01-30T04:15:48Z,TypeScript
DIYgod/DPlayer,":lollipop: Wow, such a lovely HTML5 danmaku video player",14784,2398,2016-05-03T14:11:22Z,2024-01-30T04:49:42Z,JavaScript
automerge/automerge-classic,"A JSON-like data structure (a CRDT) that can be modified concurrently by different users, and merged again automatically.",14783,4086,2017-04-19T15:25:24Z,2024-01-29T09:02:29Z,JavaScript
faressoft/terminalizer,🦄 Record your terminal and generate animated gif images or share a web player,14764,509,2018-07-22T16:00:15Z,2024-01-30T05:02:35Z,JavaScript
umijs/umi,A framework in react community ✨,14706,2654,2017-11-22T10:09:36Z,2024-01-30T01:47:10Z,TypeScript
janpaepke/ScrollMagic,The javascript library for magical scroll interactions.,14674,2214,2013-09-23T08:08:53Z,2024-01-30T05:27:59Z,JavaScript
renovatebot/renovate,Universal dependency automation tool.,14659,2008,2016-12-17T16:21:21Z,2024-01-30T04:46:59Z,TypeScript
keystonejs/keystone-classic,Node.js CMS and web app framework,14659,2287,2013-07-02T05:01:55Z,2024-01-28T09:04:48Z,JavaScript
compiler-explorer/compiler-explorer,Run compilers interactively from your web browser and interact with the assembly,14648,1631,2012-05-23T01:31:17Z,2024-01-30T03:56:54Z,TypeScript
tusen-ai/naive-ui,A Vue 3 Component Library. Fairly Complete. Theme Customizable. Uses TypeScript. Fast.,14644,1564,2021-06-04T13:47:28Z,2024-01-30T05:29:58Z,TypeScript
moment/luxon,⏱ A library for working with dates and times in JS,14628,757,2015-11-30T12:48:48Z,2024-01-29T20:04:59Z,JavaScript
foambubble/foam,A personal knowledge management and sharing system for VSCode,14564,628,2020-06-19T17:04:10Z,2024-01-30T02:45:01Z,TypeScript
jsdoc/jsdoc,An API documentation generator for JavaScript.,14561,1543,2010-03-13T09:18:03Z,2024-01-30T03:52:05Z,JavaScript
browserify/browserify,browser-side require() the node.js way,14492,1259,2010-09-22T16:11:32Z,2024-01-29T15:56:32Z,JavaScript
dubinc/dub,Open-source link management infrastructure.,14453,1352,2022-08-27T22:15:11Z,2024-01-30T04:00:24Z,TypeScript
hapijs/hapi,"The Simple, Secure Framework Developers Trust",14445,1380,2011-08-06T00:35:39Z,2024-01-29T11:15:40Z,JavaScript
bootstrap-vue/bootstrap-vue,BootstrapVue provides one of the most comprehensive implementations of Bootstrap v4 for Vue.js. With extensive and automated WAI-ARIA accessibility markup.,14445,1917,2016-10-08T15:59:35Z,2024-01-28T02:09:37Z,JavaScript
pqina/filepond,🌊 A flexible and fun JavaScript file upload library,14402,853,2017-10-09T12:17:44Z,2024-01-30T03:38:14Z,JavaScript
mattboldt/typed.js,A JavaScript Typing Animation Library,14390,1781,2013-05-25T22:17:44Z,2024-01-30T02:06:45Z,JavaScript
infinitered/reactotron,"A desktop app for inspecting your React JS and React Native projects. macOS, Linux, and Windows.",14387,972,2016-04-15T21:58:32Z,2024-01-29T17:59:52Z,TypeScript
thomaspark/bootswatch,Themes for Bootstrap,14372,3731,2012-02-07T04:31:56Z,2024-01-29T14:18:18Z,JavaScript
motion-canvas/motion-canvas,Visualize Your Ideas With Code,14350,562,2022-08-03T16:30:14Z,2024-01-29T23:14:37Z,TypeScript
tremorlabs/tremor,The React library to build dashboards fast.,14349,410,2022-04-19T20:54:32Z,2024-01-30T03:06:43Z,TypeScript
edent/SuperTinyIcons,Under 1KB each! Super Tiny Icons are miniscule SVG versions of your favourite website and app logos,14329,860,2017-04-13T23:28:34Z,2024-01-29T16:05:28Z,JavaScript
angular-ui/bootstrap,"PLEASE READ THE PROJECT STATUS BELOW.  Native AngularJS (Angular) directives for Bootstrap. Smaller footprint (20kB gzipped), no 3rd party JS dependencies (jQuery, bootstrap JS) required. Please read the README.md file before submitting an issue!",14322,6853,2012-10-05T18:27:01Z,2024-01-26T21:01:36Z,JavaScript
mswjs/msw,Seamless REST/GraphQL API mocking library for browser and Node.js.,14299,441,2018-11-13T14:58:44Z,2024-01-30T05:28:17Z,TypeScript
siyuan-note/siyuan,"A privacy-first, self-hosted, fully open source personal knowledge management software, written in typescript and golang.",14282,1098,2020-08-30T09:21:35Z,2024-01-30T05:51:34Z,TypeScript
facebookarchive/prepack,A JavaScript bundle optimizer.,14264,521,2015-10-28T23:25:08Z,2024-01-28T22:49:46Z,JavaScript
typescript-eslint/typescript-eslint,:sparkles: Monorepo for all the tooling which enables ESLint to support TypeScript,14228,2651,2019-01-13T17:52:15Z,2024-01-30T04:45:43Z,TypeScript
yjs/yjs,Shared data types for building collaborative software,14193,539,2014-07-29T19:29:45Z,2024-01-30T04:13:52Z,JavaScript
vaxilu/x-ui,支持多协议多用户的 xray 面板,14166,6532,2021-05-18T03:32:01Z,2024-01-30T05:18:08Z,JavaScript
leon-ai/leon,🧠 Leon is your open-source personal assistant.,14165,1193,2019-02-10T12:25:12Z,2024-01-30T05:20:31Z,TypeScript
aidenybai/million,"Optimize React performance and make your React 70% faster in minutes, not months. ",14153,540,2021-05-29T18:38:23Z,2024-01-30T05:24:16Z,TypeScript
mayooear/gpt4-pdf-chatbot-langchain,GPT4 & LangChain Chatbot for large PDF docs,14139,3046,2023-03-17T01:23:26Z,2024-01-30T05:29:36Z,TypeScript
BrainJS/brain.js,🤖 GPU accelerated Neural networks in JavaScript for Browsers and Node.js,14105,1101,2016-02-13T18:09:44Z,2024-01-29T20:11:51Z,TypeScript
paperjs/paper.js,"The Swiss Army Knife of Vector Graphics Scripting – Scriptographer ported to JavaScript and the browser, using HTML5 Canvas. Created by @lehni & @puckey",14100,1242,2011-02-07T18:21:30Z,2024-01-30T04:40:31Z,JavaScript
PavelDoGreat/WebGL-Fluid-Simulation,Play with fluids in your browser (works even on mobile),14041,1628,2017-08-22T21:30:33Z,2024-01-30T00:00:25Z,JavaScript
uuidjs/uuid,Generate RFC-compliant UUIDs in JavaScript,14028,969,2010-12-28T14:59:11Z,2024-01-29T21:24:28Z,JavaScript
trufflesuite/truffle,":warning: The Truffle Suite is being sunset. For information on ongoing support, migration options and FAQs, visit the Consensys blog. Thank you for all the support over the years.",14025,2406,2015-06-29T19:46:53Z,2024-01-29T05:53:22Z,TypeScript
formatjs/formatjs,"The monorepo home to all of the FormatJS related libraries, most notably react-intl.",13991,1398,2014-04-24T17:28:36Z,2024-01-29T11:15:24Z,TypeScript
tinymce/tinymce,"The world's #1 JavaScript library for rich text editing. Available for React, Vue and Angular",13972,2153,2010-01-11T14:46:42Z,2024-01-30T03:38:17Z,TypeScript
unbug/codelf,A search tool helps dev to solve the naming things problem.,13889,1001,2015-12-13T15:58:19Z,2024-01-29T12:46:53Z,JavaScript
FormidableLabs/webpack-dashboard,A CLI dashboard for webpack dev server,13885,431,2016-08-14T17:44:33Z,2024-01-26T15:32:45Z,JavaScript
signalapp/Signal-Desktop,"A private messenger for Windows, macOS, and Linux.",13858,2579,2014-02-24T19:53:36Z,2024-01-29T23:37:32Z,TypeScript
google/WebFundamentals,Former git repo for WebFundamentals on developers.google.com,13854,2714,2014-04-28T18:45:45Z,2024-01-29T23:18:31Z,JavaScript
josdejong/mathjs,An extensive math library for JavaScript and Node.js,13843,1300,2013-02-15T19:46:01Z,2024-01-30T02:40:52Z,JavaScript
video-dev/hls.js,HLS.js is a JavaScript library that plays HLS in browsers with support for MSE.,13830,2552,2015-01-30T09:06:27Z,2024-01-30T03:23:48Z,TypeScript
adobe-webplatform/Snap.svg,The JavaScript library for modern SVG graphics.,13821,1217,2013-08-15T20:51:34Z,2024-01-30T01:22:09Z,JavaScript
blackmatrix7/ios_rule_script,分流规则、重写写规则及脚本。,13807,2282,2020-06-30T05:40:53Z,2024-01-30T05:38:14Z,JavaScript
MithrilJS/mithril.js,A JavaScript Framework for Building Brilliant Applications,13796,1010,2014-03-17T01:59:39Z,2024-01-27T18:51:13Z,JavaScript
diegomura/react-pdf,📄  Create PDF files using React,13781,1124,2016-10-18T21:33:58Z,2024-01-30T02:08:55Z,JavaScript
reduxjs/redux-devtools,"DevTools for Redux with hot reloading, action replay, and customizable UI",13779,1185,2015-07-05T10:58:49Z,2024-01-29T08:29:01Z,TypeScript
GoogleChrome/chrome-extensions-samples,Chrome Extensions Samples,13770,7808,2012-06-13T00:30:44Z,2024-01-30T01:25:57Z,JavaScript
sindresorhus/got,🌐 Human-friendly and powerful HTTP request library for Node.js,13756,987,2014-03-27T22:40:49Z,2024-01-29T15:28:08Z,TypeScript
showdownjs/showdown,A bidirectional Markdown to HTML to Markdown converter written in Javascript,13744,1638,2008-11-13T21:39:21Z,2024-01-30T03:10:33Z,JavaScript
NodeBB/NodeBB,Node.js based forum software built for the modern web,13717,2800,2013-04-22T16:49:40Z,2024-01-29T21:47:14Z,JavaScript
myliang/x-spreadsheet,The project has been migrated to @wolf-table/table https://github.com/wolf-table/table,13670,1672,2018-09-06T10:24:23Z,2024-01-29T09:36:27Z,JavaScript
apollographql/apollo-server,"🌍  Spec-compliant and production ready JavaScript GraphQL server that lets you develop in a schema-first way. Built for Express, Connect, Hapi, Koa, and more.",13597,2071,2016-04-21T09:26:01Z,2024-01-29T22:32:32Z,TypeScript
apexcharts/apexcharts.js,📊 Interactive JavaScript Charts built on SVG,13586,1263,2018-07-24T15:22:23Z,2024-01-30T02:36:56Z,JavaScript
angular-ui/ui-router,The de-facto solution to flexible routing with nested views in AngularJS,13580,3080,2013-01-18T20:26:29Z,2024-01-29T07:57:44Z,TypeScript
jupyterlab/jupyterlab,JupyterLab computational environment.,13580,2986,2016-06-03T20:09:17Z,2024-01-30T02:41:46Z,TypeScript
vernesong/OpenClash,A Clash Client For OpenWrt,13576,2708,2019-05-29T15:52:27Z,2024-01-30T05:47:05Z,JavaScript
maybe-finance/maybe,Personal finance and wealth management app,13511,948,2024-01-01T22:23:46Z,2024-01-30T05:48:37Z,TypeScript
CloudDeepTeam/amazeui,"Amaze UI, a mobile-first and modular front-end framework.",13483,2564,2014-08-04T14:23:37Z,2024-01-27T02:43:12Z,JavaScript
tensorflow/tfjs-models,Pretrained models for TensorFlow.js,13482,4277,2018-04-03T21:04:35Z,2024-01-30T03:27:27Z,TypeScript
zalmoxisus/redux-devtools-extension,Redux DevTools extension.,13478,1075,2015-10-24T14:10:38Z,2024-01-29T15:19:42Z,JavaScript
dcloudio/mui,最接近原生APP体验的高性能框架,13467,6658,2014-08-18T07:14:41Z,2024-01-27T15:56:52Z,JavaScript
pomber/git-history,Quickly browse the history of a file from any git repository,13456,558,2019-02-04T21:00:39Z,2024-01-29T02:57:28Z,JavaScript
webrtc/samples,WebRTC Web demos and samples,13451,5840,2013-09-20T10:40:23Z,2024-01-29T17:09:43Z,JavaScript
alibaba/lowcode-engine,An enterprise-class low-code technology stack with scale-out design / 一套面向扩展设计的企业级低代码技术体系,13431,2340,2021-12-20T07:26:44Z,2024-01-30T05:27:40Z,TypeScript
rjsf-team/react-jsonschema-form,A React component for building Web forms from JSON Schema.,13399,2166,2015-12-16T15:14:05Z,2024-01-29T23:52:36Z,TypeScript
pandao/editor.md,The open source embeddable online markdown editor (component).,13393,2427,2015-02-01T04:24:14Z,2024-01-29T21:07:26Z,JavaScript
whyour/qinglong,"支持 Python3、JavaScript、Shell、Typescript 的定时任务管理平台（Timed task management platform supporting Python3, JavaScript, Shell, Typescript）",13374,2771,2021-03-13T15:21:04Z,2024-01-30T05:46:53Z,TypeScript
radix-ui/primitives,"Radix Primitives is an open-source UI component library for building high-quality, accessible design systems and web apps. Maintained by @workos.",13310,589,2020-06-19T13:23:22Z,2024-01-29T19:41:29Z,TypeScript
chartist-js/chartist,Simple responsive charts,13300,2592,2014-03-09T22:40:07Z,2024-01-29T05:36:18Z,TypeScript
wong2/chatgpt-google-extension,This project is deprecated. Check my new project ChatHub:,13297,1555,2022-12-04T13:33:22Z,2024-01-29T03:06:26Z,TypeScript
piotrwitek/react-redux-typescript-guide,"The complete guide to static typing in ""React & Redux"" apps using TypeScript",13276,1086,2016-12-20T22:35:36Z,2024-01-29T22:39:40Z,TypeScript
strongloop/loopback,LoopBack makes it easy to build modern applications that require complex integrations.,13252,1250,2013-04-09T16:02:18Z,2024-01-28T22:40:10Z,JavaScript
danilowoz/react-content-loader,⚪ SVG-Powered component to easily create skeleton loadings.,13240,428,2017-01-20T00:30:11Z,2024-01-29T18:19:39Z,TypeScript
jimp-dev/jimp,"An image processing library written entirely in JavaScript for Node, with zero external or native dependencies.",13233,786,2014-09-13T22:53:45Z,2024-01-30T03:53:39Z,JavaScript
blitz-js/blitz,⚡️ The Missing Fullstack Toolkit for Next.js,13231,775,2020-02-17T21:54:15Z,2024-01-29T20:20:35Z,TypeScript
electron-userland/electron-builder,A complete solution to package and build a ready for distribution Electron app with “auto update” support out of the box,13219,1726,2015-05-21T07:45:02Z,2024-01-30T05:50:26Z,TypeScript
rwaldron/johnny-five,"JavaScript Robotics and IoT programming framework, developed at Bocoup.",13151,1847,2012-03-30T20:09:52Z,2024-01-29T14:46:07Z,JavaScript
Semantic-Org/Semantic-UI-React,The official Semantic-UI-React integration,13148,4068,2015-06-19T16:47:19Z,2024-01-30T02:35:23Z,JavaScript
http-party/http-server,a simple zero-configuration command-line http server,13144,1501,2011-06-16T23:54:57Z,2024-01-30T03:05:43Z,JavaScript
ajv-validator/ajv,The fastest JSON schema Validator. Supports JSON Schema draft-04/06/07/2019-09/2020-12 and JSON Type Definition (RFC8927),13115,907,2015-05-19T23:23:32Z,2024-01-30T00:27:17Z,TypeScript
facebook/flipper,A desktop debugging platform for mobile developers.,13104,985,2018-04-12T16:47:36Z,2024-01-30T01:47:38Z,TypeScript
amplication/amplication,🔥🔥🔥 Open-source backend development platform. Build production-ready services without wasting time on repetitive coding.,13064,1339,2020-05-10T19:41:49Z,2024-01-29T21:45:31Z,TypeScript
angular/angular-seed,Seed project for angular apps. ,13053,7020,2010-12-24T06:07:50Z,2024-01-29T08:03:10Z,JavaScript
openstf/stf,Control and manage Android devices from your browser.,13050,2711,2015-06-22T02:23:43Z,2024-01-29T03:46:25Z,JavaScript
alibaba/hooks,A high-quality & reliable React Hooks library.,13046,2535,2019-06-27T05:20:06Z,2024-01-30T01:18:34Z,TypeScript
xcanwin/KeepChatGPT,这是一款提高ChatGPT的数据安全能力和效率的插件。并且免费共享大量创新功能，如：自动刷新、保持活跃、数据安全、取消审计、克隆对话、言无不尽、净化页面、展示大屏、展示全屏、拦截跟踪、日新月异等。让我们的AI体验无比安全、顺畅、丝滑、高效、简洁。,13045,669,2023-03-28T18:12:33Z,2024-01-30T03:01:56Z,JavaScript
marko-js/marko,"A declarative, HTML-based language that makes building web apps fun",13014,692,2014-01-07T23:58:21Z,2024-01-29T20:45:51Z,JavaScript
FaridSafi/react-native-gifted-chat,💬 The most complete chat UI for React Native,12956,3538,2015-11-14T15:45:34Z,2024-01-30T05:47:37Z,TypeScript
gildas-lormeau/SingleFile,Web Extension for saving a faithful copy of a complete web page in a single HTML file,12950,892,2010-09-12T23:50:21Z,2024-01-30T05:40:28Z,JavaScript
Tonejs/Tone.js,A Web Audio framework for making interactive music in the browser.,12945,996,2014-03-11T04:56:45Z,2024-01-30T01:16:20Z,TypeScript
monkeytypegame/monkeytype,"The most customizable typing website with a minimalistic design and a ton of features. Test yourself in various modes, track your progress and improve your speed.",12932,1944,2020-05-14T17:41:09Z,2024-01-30T01:48:00Z,TypeScript
VSCodeVim/Vim,:star: Vim for Visual Studio Code,12922,1286,2015-11-12T09:02:23Z,2024-01-30T05:23:24Z,TypeScript
requirejs/requirejs,A file and module loader for JavaScript,12918,2479,2010-02-03T21:08:14Z,2024-01-29T13:36:44Z,JavaScript
google/brotli,Brotli compression format,12881,1244,2014-10-09T14:35:14Z,2024-01-30T04:04:43Z,TypeScript
single-spa/single-spa,The router for easy microfrontends,12878,916,2015-09-22T06:34:46Z,2024-01-29T13:59:25Z,JavaScript
mishoo/UglifyJS, JavaScript parser / mangler / compressor / beautifier toolkit,12863,1334,2012-08-27T09:31:03Z,2024-01-29T17:42:21Z,JavaScript
Tencent/omi,Web Components Framework - Web组件框架,12860,1282,2015-05-31T14:24:58Z,2024-01-30T05:28:48Z,TypeScript
codesandbox/codesandbox-client,An online IDE for rapid web development,12788,2303,2016-12-27T13:04:17Z,2024-01-29T10:54:59Z,JavaScript
sunner/ChatALL," Concurrently chat with ChatGPT, Bing Chat, Bard, Alpaca, Vicuna, Claude, ChatGLM, MOSS, 讯飞星火, 文心一言 and more, discover the best answers",12777,1849,2023-04-08T10:34:30Z,2024-01-30T05:23:52Z,JavaScript
systemjs/systemjs,Dynamic ES module loader,12770,1151,2013-05-14T20:45:48Z,2024-01-29T07:58:24Z,JavaScript
pinojs/pino,"🌲 super fast, all natural json logger",12767,857,2016-02-16T14:14:29Z,2024-01-29T19:05:49Z,JavaScript
pedroslopez/whatsapp-web.js,A WhatsApp client library for NodeJS that connects through the WhatsApp Web browser app,12759,3141,2019-02-17T02:16:02Z,2024-01-30T02:47:15Z,JavaScript
jwagner/smartcrop.js,Content aware image cropping,12741,627,2014-04-03T14:21:19Z,2024-01-30T03:49:08Z,JavaScript
node-inspector/node-inspector,Node.js debugger based on Blink Developer Tools,12639,752,2010-07-17T23:20:19Z,2024-01-29T21:04:38Z,JavaScript
uxsolutions/bootstrap-datepicker,A datepicker for twitter bootstrap (@twbs),12626,6171,2012-03-17T01:11:40Z,2024-01-28T22:56:34Z,JavaScript
redux-form/redux-form,A Higher Order Component using react-redux to keep form state in a Redux store,12594,1682,2015-07-31T16:07:03Z,2024-01-29T13:56:13Z,JavaScript
lint-staged/lint-staged,🚫💩 — Run linters on git staged files,12584,445,2016-01-15T07:51:21Z,2024-01-30T05:37:26Z,JavaScript
nexe/nexe,🎉 create a single executable out of your node.js apps,12576,541,2011-11-26T19:12:16Z,2024-01-30T05:31:21Z,TypeScript
redis/ioredis,"🚀 A robust, performance-focused, and full-featured Redis client for Node.js.",12573,1078,2015-04-02T06:42:46Z,2024-01-29T17:13:56Z,TypeScript
answershuto/learnVue,:octocat:Vue.js 源码解析,12554,2598,2017-04-27T09:03:08Z,2024-01-30T01:42:06Z,JavaScript
browserslist/browserslist,"🦔 Share target browsers between different front-end tools, like Autoprefixer, Stylelint and babel-preset-env",12542,741,2014-12-13T19:35:45Z,2024-01-30T01:03:40Z,JavaScript
webpack-contrib/webpack-bundle-analyzer,Webpack plugin and CLI utility that represents bundle content as convenient interactive zoomable treemap,12461,558,2016-10-26T04:24:35Z,2024-01-29T07:55:42Z,JavaScript
nock/nock,HTTP server mocking and expectations library for Node.js,12452,788,2011-09-22T10:08:03Z,2024-01-29T22:35:35Z,JavaScript
fengyuanchen/cropperjs,JavaScript image cropper.,12445,2427,2015-09-25T10:57:53Z,2024-01-29T17:14:11Z,JavaScript
amfe/lib-flexible,可伸缩布局方案,12437,3513,2014-09-10T07:59:51Z,2024-01-29T07:07:59Z,JavaScript
labring/sealos,Sealos is a production-ready Kubernetes distribution that provides a one-stop solution for both public and private cloud. https://sealos.io,12434,1952,2018-08-15T12:22:50Z,2024-01-30T04:33:33Z,TypeScript
d2-projects/d2-admin,An elegant dashboard,12427,2489,2018-01-13T16:51:52Z,2024-01-29T16:00:40Z,JavaScript
TypeStrong/ts-node,TypeScript execution and REPL for node.js,12383,535,2015-07-15T02:12:52Z,2024-01-29T19:59:11Z,TypeScript
cure53/DOMPurify,"DOMPurify - a DOM-only, super-fast, uber-tolerant XSS sanitizer for HTML, MathML and SVG. DOMPurify works with a secure default, but offers a lot of configurability and hooks. Demo:",12369,699,2014-02-17T21:48:14Z,2024-01-30T03:12:45Z,JavaScript
Chocobozzz/PeerTube,ActivityPub-federated video streaming platform using P2P directly in your web browser,12363,1429,2015-10-29T22:09:42Z,2024-01-30T02:27:30Z,TypeScript
hotwired/stimulus,A modest JavaScript framework for the HTML you already have,12357,451,2016-12-17T00:19:29Z,2024-01-29T22:45:43Z,TypeScript
BuilderIO/partytown,Relocate resource intensive third-party scripts off of the main thread and into a web worker. 🎉,12352,393,2021-08-20T17:12:55Z,2024-01-30T02:23:26Z,TypeScript
Automattic/wp-calypso,The JavaScript and API powered WordPress.com,12322,2115,2015-11-10T20:00:16Z,2024-01-29T23:50:09Z,JavaScript
javascript-obfuscator/javascript-obfuscator,A powerful obfuscator for JavaScript and Node.js,12317,1438,2016-05-09T08:16:53Z,2024-01-30T05:24:59Z,TypeScript
graphile/crystal,"🔮 Graphile's Crystal Monorepo; home to Grafast, PostGraphile, pg-introspection, pg-sql2 and much more!",12302,583,2016-04-14T21:29:19Z,2024-01-30T04:01:02Z,TypeScript
gaearon/react-hot-loader,Tweak React components in real time. (Deprecated: use Fast Refresh instead.),12265,844,2014-07-12T23:49:43Z,2024-01-29T15:20:47Z,JavaScript
segmentio/evergreen,🌲 Evergreen React UI Framework by Segment,12261,867,2017-07-30T10:03:14Z,2024-01-26T20:28:31Z,JavaScript
docker/kitematic,Visual Docker Container Management on Mac & Windows,12254,1527,2014-08-27T20:44:59Z,2024-01-29T19:20:56Z,JavaScript
gruntjs/grunt,Grunt: The JavaScript Task Runner,12241,1596,2011-09-21T15:16:20Z,2024-01-29T08:04:37Z,JavaScript
react-dates/react-dates,"An easily internationalizable, mobile-friendly datepicker library for the web",12190,1766,2016-05-04T00:49:45Z,2024-01-30T03:58:26Z,JavaScript
reactioncommerce/reaction,"Mailchimp Open Commerce is an API-first, headless commerce platform built using Node.js, React, GraphQL. Deployed via Docker and Kubernetes. ",12189,2201,2013-09-18T15:30:36Z,2024-01-29T06:29:10Z,JavaScript
bailicangdu/node-elm,Backend system based on node.js + Mongodb.  基于 node.js + Mongodb 构建的后台系统,12182,3753,2017-03-22T10:48:37Z,2024-01-29T10:06:33Z,JavaScript
liupan1890/aliyunpan,阿里云盘小白羊版  阿里云盘PC版 aliyundriver,12172,1185,2021-04-22T02:20:35Z,2024-01-30T03:09:48Z,TypeScript
VerbalExpressions/JSVerbalExpressions,JavaScript Regular expressions made easy,12160,593,2013-07-19T14:59:46Z,2024-01-25T15:16:19Z,JavaScript
ionic-team/stencil,"A toolchain for building scalable, enterprise-ready component systems on top of TypeScript and Web Component standards. Stencil components can be distributed natively to React, Angular, Vue, and traditional web developers from a single, framework-agnostic codebase.",12149,769,2017-02-15T18:57:07Z,2024-01-30T05:32:26Z,TypeScript
linnovate/mean,"The MEAN stack uses Mongo, Express, Angular(6) and Node for simple and scalable fullstack js applications",12141,3499,2013-05-22T12:15:47Z,2024-01-29T20:23:46Z,TypeScript
overleaf/overleaf,A web-based collaborative LaTeX editor,12111,1318,2014-02-08T20:20:34Z,2024-01-30T00:58:42Z,JavaScript
BrowserSync/browser-sync,Keep multiple browsers & devices in sync when building websites. https://browsersync.io,12071,792,2013-10-12T19:35:45Z,2024-01-29T11:15:24Z,JavaScript
Anarios/return-youtube-dislike,Chrome extension to return youtube dislikes,12014,544,2021-11-15T00:40:50Z,2024-01-30T00:23:52Z,JavaScript
lokesh/color-thief,Grab the color palette from an image using just Javascript.  Works in the browser and in Node.,12013,1331,2011-11-01T15:33:12Z,2024-01-29T14:04:15Z,JavaScript
yoavbls/pretty-ts-errors,🔵 Make TypeScript errors prettier and human-readable in VSCode 🎀,12013,81,2022-08-30T23:01:50Z,2024-01-29T22:13:16Z,TypeScript
sql-js/sql.js,A javascript library to run SQLite on the web.  ,11992,1118,2012-02-27T03:05:49Z,2024-01-29T17:15:17Z,JavaScript
lowlighter/metrics,"📊 An infographics generator with 30+ plugins and 300+ options to display stats about your GitHub account and render them as SVG, Markdown, PDF or JSON!",11983,1517,2020-09-08T16:01:43Z,2024-01-30T02:17:33Z,JavaScript
SocialSisterYi/bilibili-API-collect,哔哩哔哩-API收集整理【不断更新中....】,11965,1438,2020-03-04T01:23:15Z,2024-01-30T03:54:33Z,JavaScript
